name,reference
Λούκιον Ἀντώνιον Λουκίου Ἀντωνίου Ζωσᾶ υἱὸν Ζωσᾶν,"12.317.2"
Λούκιον ··· Ἀντώνιον Τίτου Φλα···βίου Πάπου υἱὸν Ζη···,"8.235.3"
Λου κίου Ἀντωνίου Δομε τείνου Διογένους,"1.171.a.24"
Λουκίου Ἀντωνίου Ἑρμοῦ υἱοῦ Ἑρμοῦ,"13.618.a.9"
Λουκίου Ἀντωνίου Ζωσᾶ,"12.317.3"
Λουκίου Ἀντωνίου Κλαυδίου Διογένους Δομετείνου,"13.156.7"
Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους,"12.520.2"
Λουκίου Ἀντωνίου Νεικομάχου Βλάστου,"1.175.2"
Λουκιου Ἀντωνίου Φλαβιανοῦ,"12.105.24"
Μᾶρκον Ἀντωνιον Ἀπελλᾶν Σεβηρεῖνον,"11.224.11"
Μᾶρκον Ἀντώνιον Ζήνωνα Οὐλπιανόν,"12.708.2"
Μᾶρκον Ἀντώνιον Νεικόμαχον Βλάστον,"12.923.7"
Μᾶρκον Ἀντώνιον Οὐενίδιον Ἀπελλᾶν,"12.645.13"
Μᾶρκον Ἀντώνιον Ποπίλλιον Ἀγελάου ἀρχιερέως υἱὸν Ἀνδρόνεικον Φλαβια νόν,"5.10.i.1"
Μ ᾶρκον Φλάβιον Ἀντώνιον Λυσίμαχον,"12.325.1"
Μᾶρκος Ἀντώνιος Ἀπελλᾶς Δομετεῖνος,"12.1007.28"
Μᾶρκος Ἀντώνιος Μολοσσὸς,"12.1106.1"
Μᾶρκος Ἀντώνιος Ποπίλλιος Ἀγέλαος,"12.807.2"
Μᾶρκος Αὐρήλιος Ἀντώνιος,"13.305.1"
Μᾶρκος Φλάβιος Ἀντώνιος Λυσίμαχος,"11.513.1"
Μάρκου Ἀντωνίου Ἀγελάου,"12.414.10"
Μάρκου Ἀν τωνίου Ἀπελλᾶ Σεουη ρείνου ἀρχιερέως ὑιοῦ Μάρκου Ἀντωνίου Ὑψικλέ ους,"12.1211.3"
Μάρκου Ἀντωνίου Ἐπινείκου,"12.325.11"
Μάρκου Ἀντωνίου Νεικομάχου Βλάστου,"12.927.14"
Μάρκου Ἀντωνίου Ὑψικλέ ους,"12.1211.6"
Μάρκου Αὐρηλίου Αἰλίου Ἀντωνίου Βενουσείνου Διογένους_Σολωνος,"5.204.ι.26"
Μάρκου Αὐρηλίου Ἀντωνίου Νεικομά χου Βλάστου,"12.928.11"
Τιβέριον Κλαύδιον Ἀντώνιον Διογένην Ἀμμιανὸν υἱὸν Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.3"
Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.6"
Τίτος Ἀντώνιος Ἀδράστου υἱὸς Κυρείνα Λυσίμαχος Γρύπος,"12.207.3"
Φλαβίων Ἀντωνίων Πυθέου,"13.604.1"
Ἀνύσιος,"11.55.b.15"
Ἀπέλλα,"15.203.2"
Ἀπελλᾶς,"12.1104.16"
Ἀπελλᾶς Ἡγεμονέως,"11.55.b.47"
Ἀπελλᾶς Κωβλανος,"4.303.1"
Ἀπελλα Χάρητος,"12.27.iii.16"
Αὐρήλιοι Ἀπελλᾶς,"12.524.5"
Αὐρήλιος Εὔμαχος Ἀπελλᾶ_···ος_Ζήνωνος_Εὐδάμου Εὔδαμος,"12.524.1"
Μᾶρκον Ἀντωνιον Ἀπελλᾶν Σεβηρεῖνον,"11.224.12"
Μᾶρκον Ἀντώνιον Οὐενίδιον Ἀπελλᾶν,"12.645.14"
Μᾶρκος Ἀντώνιος Ἀπελλᾶς Δομετεῖνος,"12.1007.28"
Μάρκου Ἀν τωνίου Ἀπελλᾶ Σεουη ρείνου ἀρχιερέως ὑιοῦ Μάρκου Ἀντωνίου Ὑψικλέ ους,"12.1211.4"
Οὔλπιος Ἀπελλᾶς,"12.1112.5"
Οὐλπίου Ἀπελλᾶ,"12.1112.13"
Ἰακωβ ὁ κὲ Ἀπελλίων,"11.55.b.20"
Ἀπολλ···,"12.1208.a.1"
Ἀπολλ···,"15.257.3"
Τίτον Φλαύιον Τίτου Φλαυίου Μενίππου υἱὸν Κυρείνᾳ Ἀπολλινάριον,"15.262.7"
Γαίου Ἀπολλοδότου,"5.210.i.2"
Εὐτύχης ὁ Τέρτυλλος οἱ Ἀπολλοδώρου,"13.618.a.13"
Πόπλιος Αἴλιος Ἀπολλωνιανὸς,"12.17.13"
Ποπλίου Αἰλίου Ἀπολλωνιανοῦ,"12.535.5"
Ποπλίου Αἰλίου Ἀπολλωνιανοῦ πρειμοπειλαρίου υἱὸν Ποπλίου Αἰλίου Ἱλαριανοῦ,"12.17.3"
Ἀλεξάνδρου Ἀπολλωνίδου,"12.312.6"
Ἀπολλλωνιου τρὶς_Ἄνδρωνος,"15.249.2"
Ἀπολλώνιος,"15.271.1"
Ἀπολλώνιος,"12.508.8"
Ἀπολλώνιος,"12.526.15"
Ἀπολλώνιος,"12.1205.4"
Ἀπολλώνιος,"13.110.3"
Ἀπολλώνιος,"13.110.4"
Ἀπολλώνιος,"13.110.11"
Ἀπολλώνιος,"13.153.i.1"
Ἀπολλώνιος Ἀρτεμιδώρου,"12.903.2"
Ἀπολλώνιος Ζήνωνος,"12.1017.4"
Ἀπολλώνιος Χρυσίππου Ἀστὴρ,"2.702.1"
Απολλωνίου,"1.118.3"
Ἀπολ λωνίου,"5.209.2"
Ἀπολλωνίου,"8.115.5"
Ἀπολλωνίου,"8.239.1"
Ἀπολλωνίου,"12.417.1"
Ἀπολλωνίου,"12.641.14"
Ἀπολλωνίου,"12.642.13"
Ἀπολλωνιου,"12.1201.1"
Ἀπολλωνίου,"13.11.5"
Ἀπολλωνίου,"13.502.2"
Ἀπολλωνίου,"13.502.3"
Ἀπολλωνίου,"1.109.1"
Ἀπολλωνίου,"1.109.2"
Ἀπολλωνίου,"4.305.3"
Ἀπολλωνίου,"10.6.X.1"
Ἀπολλωνίου,"10.28.S.1"
Ἀπολλωνίου,"11.31.8"
Ἀπολλωνίου,"12.211.2"
Ἀπολλωνίου,"12.212.4"
Ἀπολλωνίου,"12.314.7"
Ἀπολλωνίου,"12.322.16"
Ἀπολλωνίου,"12.508.11"
Ἀπολλωνίου,"12.526.13"
Ἀπολλωνίου,"12.803.a.10"
Ἀπολλωνίου,"13.134.2"
Ἀπολλωνίου,"13.152.24"
Ἀπολλωνίου,"13.604.2"
Ἀπολλωνίου,"13.616.23"
Ἀπολλωνίου,"13.618.a.8"
Ἀπολλωνίου,"15.248.3"
Ἀπολλωνίου γ Πηλέως,"12.914.7"
Ἀπολλωνίου Καλλιμήδους,"13.105.iii.12"
Ἀπολλωνίου Μαρκιανοῦ,"11.60.9"
Ἀπολλωνίου Παπίου,"2.523.b.11"
Ἀπολλωνίου Σκόπα,"5.6.14"
Ἀπολλω νίου_Ἀθηναγόρου,"12.31.1"
Ἀπολλωνίου_Ἀθηναγόρου_Εὐμάχου,"12.609.8"
Ἀπολλωνίου_Ἀλύπου_Δε··· νιος τρὶς_Ἀπολλωνίου,"15.248.1"
Ἀπολλωνίου_Ἀνδρῶνος Ἀττάλου,"4.201.11"
Ἀπολλωνίου_Ἀρχελάου,"13.112.12"
Ἀπολλωνίου_Γάμου,"11.403.3"
Ἀπολλωνίου_Δημητρίου,"7.8.14"
Ἀπολλωνίου_Δημητρίου,"13.201.i.a.3"
Ἀπολλωνίου_Δημητρίου_Λ···_Δημητρίου Διογένης_Διογένους_Μενάνδρου,"12.205.i.5"
Ἀπολλωνίου_Μενάνδρου,"12.920.i.a.56"
Ἀπολλωνίου_Μενεσθαιος,"13.130.2"
··· Ἀ ··· πολ λωνίου_··· Με νεσθέως ··· Πα ··· π ίου,"1.177.12"
Ἀπολλωνίου_Περείτου,"8.4.2"
Ἀπολλωνίου_Τιμοκλέους,"15.246.14"
Ἀπολλωνίου_···_Εὐνόστου,"12.20.3"
Ἀπολλωνίου_Ὑψικλέους,"12.512.4"
Ἀπολλωνίου_Ὑψικλέους_Μενάνδρου_Ζήνωνος,"12.314.3"
Ἀπολλωνίου_Χάρητος ··· Τ ρύφωνος,"12.527.1"
Ἀπολλωνίῳ Παπίου,"12.26.c.14"
···Ἀπολωνιο···,"11.49.2"
Αὐρηλία Ἀπφία Ἀπολλωνίου,"13.101.5"
Διογένους_Ἀπολλωνίου,"13.105.i.5"
Κλαυδίου Ἀπολλωνίου,"12.518.3"
Μᾶρκον Αὐρήλιον ··· Ἀπολλώνιον γ_Ἀνδρωνος,"11.217.3"
Μάρκου Αὐρηλίου Ἀπολλωνίου,"13.153.ii.23"
Μάρκου Αὐρηλίου ··· Ἀπολλωνίου_Δημητρίου_Ἀπολλωνίου,"13.134.2"
Μάρκου Αὐρηλίου Ἀπολλωνίου υἱοῦ Τιβερίου Κλαυδίου Μενεσθέως,"13.110.1"
Μάρκου Αὐρηλίου Στατιλίου Ἀπολλωνίου_Ἀπολλωνίου_Μενεσθαιος,"13.130.2"
Περείτας Ἀπολλωνίου,"8.2.b.i.3"
Τιβέριον Κλαύδιον Ἀπολλώνιον Αὐρηλιανὸν,"15.319.2"
Τιβέριον Κλαύδιον Ἀπολλώνιον Βερονεικιανὸν Ἀκασσῶνα,"13.152.15"
Τιβέριος Κλ αύδιος Ἀπολλώνιος Αὐρηλιανὸς,"11.51.1"
Τιβέριος Κλαύδιος Αὐρήλιος Μουκιανὸς Ἀπολλώνιος Βερονεικιανος,"13.616.9"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ,"12.513.7"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ Ἀκάσσωνος,"13.616.15"
Τιβ. Κλ. Ἀπολλώνιον Μαρκιανὸν,"8.83.1"
Τιβ. Κλ. Ἀπολλωνίου,"12.513.19"
···_Ἀπολλωνίου Ζηνᾶν,"12.521.1"
Ἀπονήριος Ἀπονηρίου,"11.55.b.41"
Ἀπονήριος βουλευτής,"11.55.b.38"
Ἀπονηρίου,"11.55.b.41"
Ἀππιανὸς λευ,"11.55.b.51"
Ἄππιος Κλαύδιος Λευκίου υἱὸς̣ Οὐελλείνα Ἀσπρήνας,"8.27.4"
Μᾶρκος Οὔλπιος Ἀππουλήϊος Εὐρυκλῆς,"12.538.2"
Σέξτον Ἀππολήϊον,"12.301.2"
Αἰλίαν Ἰουλίαν Ἀπφίαν,"12.1210.2"
Ἀπφία,"8.69.1"
Ἀπφία,"12.322.6"
Ἀπφία,"12.1109.4"
Ἀπφίᾳ Ἀδράστου,"5.108.10"
Ἀπφίᾳ Ἀδράστου,"5.109.8"
Ἀπφίαν,"2.525.ii.7"
Ἀπφίαν Ἑρμίου_Ἑρμίου Γλύκωνος,"12.306.iii.2"
Ἀπφίαν Εὐ δάμου_Μητροδώρου,"12.704.a.11"
Ἀπφίαν Εὐδάμου_Μητροδώρου,"12.704.b.17"
Ἀπφίαν Εὐδά μου_Μητροδώρου,"12.704.c.17"
Ἀπφίαν Θεοδώρου_Ἀττίνου Μελίτωνος,"12.609.3"
Ἀπφίαν Μενεσθέως_Εὐμάχου,"12.306.ii.2"
Ἀπφίας,"9.1.1"
Ἀπφίας,"12.32.a.10"
Ἀπφίας,"12.1109.6"
Ἀπφίας,"12.1111.11"
Ἀπφίας,"12.1111.26"
Ἀπφίας,"13.612.3"
Ἀπφίας Μενάνδρου γυνὴ Εὐσεβοῦς,"9.1.1"
Αὐρηλία Ἀπφία,"14.11.1"
Αὐρηλία Ἀπφία Ἀπολλωνίου,"13.101.5"
Αὐρηλίαν Ἀπφίαν Ἐπικτή του_Τειθω νου_Ἑρμογέ νους_Ζήνω νος Γανυμή δους,"1.186.2"
Αυρηλίας Ἰουλίας Ἀπφίας,"8.243.3"
Κλαυδία Ἀκυλείνου θυγάτηρ Ἀπφία Χαιρημονὶς,"5.211.3"
Ὑψίκλειαν ···_Νικοτίμου Ἀπφίαν,"12.919.6"
Φλαβία Ἀπφία,"8.709.6"
Φλαβία Ἀπφία γυνὴ Φλαβίου Μιθριδάτου Ἀ γαθοῦ θυγατὴρ Μηνοδότου Βραβέως,"12.409.2"
Φλαβίαν Σέξστου Φλαβίου Ἰουλιανοῦ Διογένους θυγατέρα Ἀπφίαν Ἰουλιανὴν ἡρω ίδα,"13.401.5"
Φλαβίας Ἀπφίας,"12.646.iii.11"
Φλαβίας Ἀπφίας,"12.1111.4"
Φλαβίας Ἀπφίας Ἀσίας,"8.709.3"
Φλαβία Τίτου Φλαβίου Γαληνοῦ θυγάτηρ Ἀπφία,"13.401.14"
Ἀπφιὰς Τιμοθέου,"12.309.4"
Ἄπφιον,"12.19.5"
Ἀπφίου,"13.151.7"
Ἀπφίω···,"5.9.f.1"
Ἀτταλίδα Μενεκράτους_Ἄνδρωνος Ἄπφιον,"15.260.2"
Ἀτταλίδος_Μενεκράτους Ἀπφίου,"12.26.d.5"
Ἀτταλίδος_Μενεκράτους Ἀπφίου,"12.525.15"
Ἀττάλιδος_Μενεκράτους Ἀπφίου,"13.203.b.14"
Ἀτταλίδος_Μενεκράτους_Ἀνδρῶνος Ἀπφίου,"12.614.7"
Ἀτταλὶς Μενεκράτους Ἄπφιον,"1.7.5"
Ἀτταλὶς Με νεκράτους Ἄπφιον,"1.8.5"
Ἀτταλὶς Μενεκράτους Ἄπφιον,"9.112.2"
Ἀπφίωνος,"5.9.d.1"
Ἀργύριον,"12.923.3"
Ἀρείονα,"5.214.ii.5"
Αἰμιλίου Ἀριστέου,"13.604.1"
Ἀριστέας,"13.604.6"
Ἀριστέου,"12.319.18"
Ἀριστέου,"13.604.5"
Ἀριστέου_Ἀλεξάνδρου,"12.319.7"
Ἀριστέου_Ἀλεξάνδρου Ἀπολλωνίδου,"12.312.4"
Ἀριστείδου_Ζήνωνος,"11.34.2"
Λουκία Ἀντωνία Αὐρηλία Ἀρίστη Καλλίου,"13.612.3"
Ἀριστίωνος,"10.27.S.1"
Ἀρισστοκλέους_Μενεσθέως_Ἀπολλωνίου Σκόπα,"5.6.13"
Ἀριστοκλέα,"12.19.8"
Ἀριστοκλέα Ἀριστοκλέους_Ἀρτεμιδώρου Μολοσσὸν,"12.706.4"
Ἀριστοκλέα Ἀριστοκλέους_Ζήνωνος_Θεαιτήτου,"12.19.6"
Ἀριστοκλέους,"12.19.7"
Ἀριστοκλέους,"12.19.1"
Ἀριστοκλέους,"12.613.ii.3"
Ἀριστοκλέους_Ἀρτεμιδώρου,"8.112.5"
Ἀριστοκλέους_Ἀρτεμιδώρου,"12.706.4"
Ἀριστοκλέους_Ἀρτεμιδώρου,"12.706.14"
Ἀριστοκλέους_Ἀρτεμιδώρου Μολόσσου,"8.111.1"
Ἀριστοκλέους_Ἀρτεμιδώρου Μολοσσοῦ,"12.803.a.3"
Ἀριστοκλέους_Ζήνωνος_Θεαιτήτου,"12.19.4"
Ἀριστοκλέους_Ζήνωνος_Θεαιτήτου,"12.19.7"
Ἀριστοκλέους_Χαιρέου,"13.112.3"
Ἀριστοκλῆς,"12.19.8"
Ἀριστοκλῆς Ἀριστοκλέους_Ζήνωνος_Θεαιτήτου,"12.19.3"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"8.112.2"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"8.113.1"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"12.803.a.13"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς Κάικος,"8.108.6"
Ἀριστοκλῆς ὁ Ζήνων,"12.19.5"
Ἑρμᾶ Ἀριστοκλέους_Ἀρτεμιδώρου,"8.113.2"
Ἀριστόλαος,"13.309.2"
Ἀριστολάου,"13.309.7"
Ἀρίστωνος πεντάκι_Ἀρχιμήδου,"12.634.2"
Ἀρίστωνος τρὶς_Ἀρτεμιδώρου Μενίππου,"12.534.8"
Μᾶρκον Αὐρήλιον Ἀρίστωνα πεντάκι_Ἀρτεμι δώρου Με νίππ ου,"12.534.2"
Τίτου Φλαβίου Ἀρίστωνος Διογενιανοῦ,"1.130.4"
Τι. Φλαβίου Ἀρίστωνος,"11.12.1"
Ἀρκαθίου Ἑκάτωνος Κοΐνθου,"11.11.3"
Ἄρκιμος ὁ Δαμοχάριδος,"2.315.5"
Γναῖος Πομπήϊος Κοΐντου υἱὸς Ἀρνιήσσις,"8.27.8"
γ ···νιος Γναίου υἱὸς Ἀρνήσσις Ῥοῦφος,"8.27.10"
Λεύκιος ··· υἱὸς Ἀρνιήσσις Καπίτων,"8.27.9"
Ἀρουλίου_Ἐπαφροδείτου,"11.40.1"
Αὐρηλίου Ἀρουλίου_Ἀρουλίου_Ἐπαφροδείτου,"11.40.1"
Ἀρτε···,"15.292.6"
Ἀρτεμᾶς,"14.19.1"
Αὐρηλία Ἀρτεμιδώρα,"13.150.3"
Ἀντίπα τρος Ἀρτεμιδώ ρου,"11.206.2"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς Κάικος,"8.108.6"
Ἀρτεμιδόρου_Ζήνω νος Ἱέρακος,"12.5.13"
Ἀρτεμίδω ρο···,"11.2.13"
Ἀρτεμίδωρον,"8.3.b.ii.9"
Ἀρτεμίδωρον,"8.24.25"
Ἀρτεμίδωρος,"8.24.5"
Ἀρτεμίδωρος,"11.31.6"
Ἀρτεμίδωρος Ἀπολλωνίου,"1.109.2"
Ἀρτεμίδωρος Ἀπολλωνίου_Περείτου,"8.4.1"
Ἀρτεμίδωρος Ἀρτεμιδώρου,"13.120.2"
Ἀρτεμίδωρος Ἀρτεμιδώρου_Ἀπολλωνίου,"1.109.1"
Ἀρτεμίδωρος Διονυσίου φύσει δὲ Ἀρτεμιδώρου_Διογένους Πηδισας,"12.204.3"
Ἀρτεμίδωρος Μύωνος,"8.2.b.i.4"
Ἀρτεμίδωρος Μύωνος,"12.903.1"
Ἀρτεμιδώρου,"8.86.1"
Ἀρτεμιδώρου,"8.108.8"
Ἀρτεμιδώρου,"8.111.1"
Ἀρτεμιδώρου,"8.112.3"
Ἀρτεμιδώρου,"8.112.6"
Ἀρτεμιδώρου,"8.113.1"
Ἀρτεμιδώρου,"8.113.2"
Ἀρτεμιδώρου,"8.113.2"
Ἀρτεμιδώρου,"11.223.13"
Ἀρτεμιδώρου,"11.302.2"
Ἀρτεμιδώρου,"12.26.c.15"
Ἀρτεμιδώρου,"12.215.4"
Ἀρτεμιδώρου,"12.319.5"
Ἀρτεμιδώρου,"12.326.21"
Ἀρτεμιδώρου,"12.528.4"
Ἀρτεμιδώρου,"12.706.5"
Ἀρτεμιδώρου,"12.706.14"
Ἀρτεμιδώρου,"12.803.a.4"
Ἀρτεμιδώρου,"12.803.a.13"
Ἀρτεμιδώρου,"12.903.2"
Ἀρτεμιδώρου,"12.1007.20"
Ἀρτεμιδώρου,"13.120.2"
Ἀρτεμιδώρου,"15.341.2"
Ἀρτεμιδώρου Ἐπαφροδείτου,"12.1020.20"
Ἀρτεμιδώρου Κικιννᾶ,"8.38.2.2"
Ἀρτεμι δώρου Με νίππ ου,"12.534.3"
Ἀρτεμιδώρου Μενίππου,"12.534.9"
Ἀρτεμιδώρου Μολοσσοῦ,"8.82.1"
Ἀρτεμιδώρου πεντάκις_Μενίππου Ἀττάλου,"15.321.5"
Ἀρτεμιδώρου_Ἀπολλωνίου,"1.109.1"
Ἀρτεμιδώρου_Ἀρτεμιδώρου_Νικοτίμου,"12.319.2"
Ἀρτεμιδώρου_Δημοφάντου,"11.223.1"
Ἀρτεμιδώρου_Διογένους,"12.204.4"
Ἀρτεμιδώρου_Ζήνωνος,"1.174.f.1"
Ἀρτεμιδώρου_Ζήνωνος,"12.3.4"
Ἀρτεμιδώρου_Ζήνωνος,"12.26.a.2"
Ἀρτεμιδώρου_Ζήνωνος,"12.205.i.8"
Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.26.d.8"
Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.26.e.7"
Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.308.5"
Ἀρτεμιδώρου_Μενάνδρου_Ἀρτεμιδώρου Κικιννᾶ,"8.38.2.2"
Ἀρτεμιδώρο υ ···_Μενίππου το ῦ ··· Διονυσίου_Δημητρίου,"12.307.4"
Ἀρτεμιδώρου_Μύωνος Παπίωνος,"12.803.a.6"
Ἀρτεμιδώρου_Νικοτίμου,"12.319.3"
Ἀρτεμιδώρρου_Ζήνωνος Ἱέρακος,"12.4.2"
Διογένης Μενάνδρου_Διογένους_Ἀρτεμιδώρου,"4.4.i.1"
Ζήνων Ἀρτεμιδώρου,"13.501.1"
Μάρκου Αὐρηλείου Ἀδράστου_Δειομήδους τρὶς_Ἀρτεμειδώρου,"8.904.6"
Ἄρτεμεις Ποπλίου,"12.403.1"
Ἀρτέμωνα Ἄνδρωνος,"12.905.1"
Ἀρτέμων Ἀδράστου_Διονυσίου Δινομάχου,"5.2.ii.1"
Ἀρτέμων Ἀδράστου_Διονυσίου Δινομάχου,"5.2.iv.1"
Ἀρτέμων Ἀδράστου_Διονυσίου_Δινομάχου,"5.2.i.1"
Ἀρτέμων Ἀδράστου_Διονυσίου_Δινομάχου,"5.2.iii.1"
Ἀρτέμων Ἄνδρωνος,"12.905.10"
